Resumen generado por la IA,Oportunidades relacionadas,Nombre,Destinatarios,URL,País,Fecha de cierre,Publicar,Entidad,Inscripcion,Obtener Base URL,Obtener BASE URL?,Og_Resumida,Obtener Disciplinas,Base URL,Categoría,Disciplina,Created time,Estado de la oportunidad,AI keywords,Top,Obtener Disciplina,Instituciones,Tutorial,URL Tutorial,Texto Tutorial
Convocatoria︱Design 2025 LCB Depot,,Design 2025 – Call for Designers at LCB Depot,Revisar,https://www.artrabbit.com/artist-opportunities/2025/august/design-2025-call-for-designers-at-lcb-depot,Reino Unido,"August 31, 2025",Yes,LCB Depot,,,No,"Design 2025 – Call for Designers at LCB Depot está dirigida a arquitectos, diseñadores gráficos, diseñadores digitales y creativos de todas las áreas del diseño, tanto establecidos como emergentes, interesados en exhibir su trabajo y participar en el programa anual de diseño de LCB Depot en Leicester. La convocatoria incluye disciplinas como arquitectura, diseño gráfico, diseño digital y diseño de productos, bajo el tema “Home”, y ofrece la posibilidad de mostrar obras, organizar eventos y conectar con la comunidad internacional de diseño. No se especifica un pago por inscripción ni se menciona un monto económico destinado a los artistas seleccionados; los beneficios consisten principalmente en visibilidad, promoción en redes sociales y apoyo en ventas durante la exhibición. La oportunidad está abierta a participantes internacionales y no restringe la postulación de artistas de Latinoamérica.",,https://lcbdepot.co.uk/event/design2025/,Convocatoria,"Diseño, Gráfico, Digital","August 16, 2025 11:40 PM",,,No,No,,No,,
Convocatoria︱Castlefield Gallery Associates Exhibition,,Castlefield Gallery Associates Exhibition,Revisar,https://www.artrabbit.com/artist-opportunities/2025/september/castlefield-gallery-associates-exhibition,Reino Unido,"September 2, 2025",Yes,Castlefield Gallery,,,No,"Dirigida exclusivamente a miembros activos de Castlefield Gallery Associates, esta convocatoria seleccionará una propuesta expositiva para integrar el programa oficial 2025/26 de la galería, bajo la curaduría de Cindy Sissokho. No se menciona pago de inscripción, pero es imprescindible ser miembro (lo cual podría requerir una cuota anual). La oportunidad está orientada a artistas y creativos contemporáneos sin restricción de disciplina específica, siempre que sean asociados, y ofrece un presupuesto de hasta £2,000 para honorarios y producción, además de apoyo curatorial y técnico. No se especifican restricciones geográficas adicionales, pero la membresía y la falta de información explícita sobre elegibilidad internacional sugieren que artistas de Latinoamérica solo podrán participar si se asocian previamente y cumplen los requisitos de membresía.",,https://www.castlefieldgallery.co.uk/open-call-castlefield-gallery-associates-exhibition-with-guest-selector-curator-cindy-sissokho/,Convocatoria,"Visuales, Arte contemporáneo","August 16, 2025 11:40 PM",,,No,No,,No,,
Residencia︱Bresler Resident Artists,,Bresler Resident Artists + Montgomery College Collaborative AiR,Revisar,https://www.artrabbit.com/artist-opportunities/2025/september/bresler-resident-artists-montgomery-college-collaborative-air,EEUU,"September 5, 2025",Yes,VisArts,,,No,"Dirigida a artistas profesionales individuales o colectivos mayores de 18 años, de cualquier nacionalidad, que trabajen en todas las disciplinas de artes visuales y estén interesados en colaborar con estudiantes universitarios; no se permite el uso de materiales peligrosos ni está destinada a artistas comerciales o estudiantes de pregrado. La residencia otorga un estudio gratuito por cuatro meses en VisArts (Rockville, MD), un estipendio de $2,000 USD y una exhibición individual; además, quienes participen en la modalidad colaborativa con Montgomery College reciben un estipendio adicional de $3,000 USD por tres semanas de trabajo conjunto con estudiantes y hasta $1,000 USD para materiales, sin incluir alojamiento ni viaje. No se requiere ningún pago de inscripción para postular. La convocatoria está abierta internacionalmente, por lo que pueden aplicar artistas de Latinoamérica.",,https://www.visartscenter.org/artists/fleur-charles-bresler-residency-program/,Residencia,"Visuales, ArtesVisuales, Colaborativo","August 16, 2025 11:40 PM",,,No,No,,No,,
Convocatoria︱Goldrausch Künstlerinnenprojekt,Programa de Apoyo a las Orquestas Profesionales Doctas y Populares 2026 (https://www.notion.so/Programa-de-Apoyo-a-las-Orquestas-Profesionales-Doctas-y-Populares-2026-23d9dd874b3a81f3ae9fcbf3fe3c87cf?pvs=21),Goldrausch Künstlerinnenprojekt 2026 – Professional Development,Revisar,https://www.artrabbit.com/artist-opportunities/2025/september/goldrausch-kuenstlerinnenprojekt-2026-professional-development,Alemania,"September 15, 2025",Yes,HFBK Hamburg,,,No,"Dirigida a artistas visuales FLINTA (mujeres, lesbianas, intersex, no binarias, trans y agénero) de cualquier edad y disciplina, con preferencia por quienes cuenten con título en bellas artes o experiencia equivalente y que residan en Berlín; es requisito tener conocimientos suficientes de alemán e inglés para seguir las discusiones. El Goldrausch Künstlerinnenprojekt 2026 – Professional Development es un programa anual de formación profesional (enero-diciembre de 2026), completamente financiado por fondos europeos y estatales (sin pago de inscripción ni matrícula) que ofrece formación práctica, desarrollo de habilidades de presentación, orientación sobre autoempleo, contactos con la escena local y una exposición grupal final; no hay estipendio ni monto económico directo para las participantes. La oportunidad no está abierta a artistas que no residan en Berlín, por lo que no pueden postular artistas de Latinoamérica a menos que ya vivan en esa ciudad.",,https://hfbk-hamburg.de/en/aktuelles/ausschreibungen/20250915-open-call-f%C3%BCr-2026-goldrausch-k%C3%BCnstlerinnenprojekt/,Oportunidad,"Visuales, ArtesPlásticas","August 16, 2025 11:41 PM",,,No,No,,No,,
Residencia︱Curatorial Fellowship HBK Braunschweig,,Curatorial Fellowship and Residency 2026/2027 at HBK Braunschweig,Revisar,https://www.hbk-bs.de/hochschule/stipendienprogramme/braunschweig-projects-curator-fellowship-english/call-2025-2026-1/,Alemania,"August 17, 2025",Yes,HBK Braunschweig,,,No,"Dirigida a curadores con al menos tres años de experiencia profesional, sin restricción de nacionalidad, interesados en desarrollar un proyecto curatorial vinculado a una institución cultural, museo o colección, preferentemente en colaboración con la comunidad académica y artística de la HBK Braunschweig. No se requiere pago alguno para postular. La oportunidad cubre exclusivamente el ámbito curatorial (no para artistas visuales, músicos, etc.) y otorga una beca de 1.400 euros mensuales durante 12 meses, además de acceso a un espacio de trabajo totalmente equipado y la expectativa de presencia física en la universidad al menos una semana al mes. La convocatoria está abierta a postulantes de Latinoamérica que cumplan con los requisitos de experiencia y documentación.",,https://www.hbk-bs.de/hochschule/stipendienprogramme/braunschweig-projects-curator-fellowship-english/call-2025-2026-1/,Convocatoria,"Visuales, Curaduría","August 16, 2025 11:44 PM",,,No,No,,No,,
Residencia︱Naughty Muse,,#getinspiredinbusan 2026,Revisar,https://naughtymusestudios.com/6/,Corea del Sur,"August 31, 2025",Yes,Naughty Muse Studios,,,No,"La convocatoria #getinspiredinbusan 2026 está dirigida a artistas visuales, fotógrafos, performers y creativos contemporáneos interesados en desarrollar proyectos en Busan, Corea del Sur. La oportunidad consiste en una residencia artística internacional que ofrece espacio de trabajo y acceso a la comunidad creativa local, pero no especifica en su página ningún monto de apoyo económico ni estipendio para los artistas seleccionados, ni tampoco detalla presupuesto de producción. No se menciona ningún pago de inscripción para participar, aunque tampoco se indica expresamente que la postulación sea gratuita. La residencia está abierta a artistas de cualquier nacionalidad, incluidos los de Latinoamérica, siempre que presenten una propuesta relevante para el contexto creativo de Busan. Falta información sobre bases detalladas, criterios de selección y condiciones económicas exactas, por lo que se recomienda consultar directamente con la organización antes de aplicar.",,https://naughtymusestudios.com/6/,Residencia,"Visuales, Fotografía, Performance","August 16, 2025 11:49 PM",,,No,No,,No,,
Residencia︱SVA Artist Residency Project,,SVA’s The Artist Residency Project,Revisar,https://sva.edu/residency,Global,"September 1, 2025",Yes,School of Visual Arts,,,No,"SVA’s The Artist Residency Project está dirigido a artistas visuales de todas las etapas de su carrera, sin restricción de nacionalidad, incluidos artistas de Latinoamérica, y ofrece una residencia virtual de cuatro semanas enfocada en la producción y desarrollo de obra, acceso a seminarios, tutorías y presentaciones públicas. La oportunidad requiere el pago de una matrícula de USD 1,200 para participar, no otorga estipendio ni apoyo económico a los seleccionados, y está orientada a disciplinas como pintura, dibujo, fotografía, escultura, medios digitales y otras artes visuales contemporáneas.",,https://sva.edu/residency,Residencia,"Visuales, Pintura, Fotografía","August 16, 2025 11:50 PM",,,No,No,,No,,
Residencia︱Long Tone con David Gersten,,Long Tone: Thesis Studio with David Gersten,Revisar,https://www.artslettersandnumbers.com/long-tone,United States,"September 5, 2025",Yes,Arts Letters & Numbers,,,No,"Long Tone: Thesis Studio with David Gersten está dirigida a artistas, pensadores y creadores de cualquier disciplina y nacionalidad, incluyendo América Latina, interesados en la exploración creativa y el desarrollo de proyectos personales en un entorno de intercambio interdisciplinario; el programa se desarrolla de manera presencial del 15 de septiembre al 5 de diciembre de 2025 en Arts Letters & Numbers (Nueva York) y abarca prácticas como artes visuales, arquitectura, música, cine, literatura, ciencias sociales y humanidades. No se encuentra información pública sobre un monto de apoyo económico ni se especifica el pago de inscripción en la descripción disponible; tampoco se detallan becas, premios u honorarios para los participantes, por lo que estos aspectos podrían requerir confirmación directa con la organización.",,https://www.artslettersandnumbers.com/long-tone,Convocatoria,"Visuales, Multidisciplinar","August 16, 2025 11:51 PM",,,No,No,,No,,
Residencia︱Instituto Sacatar,,"Instituto Sacatar, Itaparica, Brazil",Revisar,https://sacatar.org/en/fellowships/,"Brasil ","September 19, 2025",Yes,Instituto Sacatar,,,No,"El programa de residencias del Instituto Sacatar en Itaparica, Brasil, está dirigido a personas creativas de todas las nacionalidades y disciplinas artísticas, incluyendo artes visuales, escritura, música, performance, cine, entre otras, y acepta postulaciones de artistas latinoamericanos. La residencia cubre alojamiento privado, estudio de trabajo acorde a la disciplina, todas las comidas (excepto sábados en la noche, domingos y feriados brasileños) y apoyo logístico, pero no otorga un estipendio económico general ni cubre pasajes, salvo en convocatorias específicas como la reciente dirigida a artistas africanos, que incluyó pasaje aéreo y un estipendio de 3.000 reales brasileños. Para postularse a la convocatoria internacional regular, es necesario pagar una tasa de inscripción de 25 dólares estadounidenses; no se cobra ningún otro pago a los seleccionados y no se aceptan postulaciones grupales.",,https://sacatar.org/en/fellowships/,Residencia,"Otras, Multidisciplinar","August 16, 2025 11:52 PM",,,No,No,,No,,
Convocatoria︱Braunschweig Projects,,Braunschweig Projects 2026/27: 7 Fellowships and Artist residencies,Revisar,https://www.hbk-bs.de/bs-projects-english/call-and-application-1/,Alemania,"October 5, 2025",Yes,HBK Braunschweig,,,No,"Braunschweig Projects 2026/27: 7 Fellowships and Artist residencies está dirigida a artistas visuales profesionales de cualquier nacionalidad, incluyendo América Latina, que cuenten con un título universitario en arte o experiencia profesional equivalente y que hayan realizado exposiciones individuales. No se requiere pago alguno para aplicar. La convocatoria abarca principalmente disciplinas de las artes visuales, con énfasis en prácticas contemporáneas. Cada artista seleccionado recibirá una residencia de 12 meses que incluye un estipendio mensual de 1,800 euros, apoyo para materiales de hasta 1,000 euros en total, y un presupuesto de viaje de hasta 1,000 euros; además, se proporciona alojamiento gratuito y un estudio de trabajo. No se identifican restricciones geográficas excluyentes, por lo que la oportunidad está abierta a postulantes de América Latina.",,https://www.hbk-bs.de/bs-projects-english/call-and-application-1/,Fondos,"Visuales, Proyectos","August 16, 2025 11:54 PM",,,No,No,,No,,
Convocatoria︱William Flanagan Memorial Creative Persons Center,,William Flanagan Memorial Creative Persons Center,Revisar,https://www.albeefoundation.org/guidelines--submitting.html,EEUU,"October 13, 2025",Yes,William Flanagan Memorial Creative Persons Center,,,No,"Dirigida a escritores y artistas visuales de cualquier nacionalidad y nivel de trayectoria que deseen desarrollar su trabajo en un entorno de retiro en Montauk, Nueva York, la residencia William Flanagan Memorial Creative Persons Center ofrece tiempo y espacio de trabajo sin interrupciones, seleccionando solo por talento y necesidad sin restricciones geográficas. No se requiere pago de inscripción para participar, y la residencia cubre alojamiento y espacio de trabajo; no se especifican estipendios ni montos económicos directos para los residentes. La convocatoria está abierta a artistas de Latinoamérica, siempre que puedan demostrar la autoría de su obra y presenten una declaración de necesidad y proyecto a desarrollar.",,https://www.albeefoundation.org/guidelines--submitting.html,Residencia,"Literatura, Visuales","August 16, 2025 11:54 PM",,,No,No,,No,,
